1467;6119;7337;4651;3773;9142;8418;4628;5901;4044;6386;2705;9335;345;3978;9807;5499;9329;6399;1223;7914;1483;5310;1406;5155;100;1130;2529;9895;0;261;9001;1466;3688;3181;802;6046;2327;8993;2580;7487;4591;8746;1731;5399;7615;3448;890;7947;3086;3940;4829;2615;816;8027;6682;2983;6934;3509;4288;236;1291;8607;4837;5300;398;9568;685;5202;7812;74;8663;155;9362;1844;8738;920;975;4517;9371;5520;7036
1468;2980;3927;3886;4128;3552;7701;5984;3821;1257;4401;4761;6739;4303;5404;6809;7653;2435;9640;4377;6745;9096;1844;8026;9804;8716;848;9607;8398;2704;0;4364;2719;2811;997;8907;5576;9572;7139;6038;9208;5885;8340;5450;4995;2330;3350;5590;3745;3431;7296;6972;8383;3806;4263;5114;6864;3290;5431;1844;2410;425;871;4498;4434;585;8755;62;8620;9339;8638;8686;2235;1793;4268;724;8617;8740;769;8383;6794;7056
1469;5494;310;7015;9279;4155;3955;1000;4959;719;3317;3323;7306;9306;5979;312;1997;6893;6665;3378;7140;2081;1139;5255;5872;6628;9425;2030;8719;4240;1909;0;3153;7812;5506;15;5715;927;6268;2266;2879;4622;6189;969;1128;9937;3578;5210;1025;9898;594;8330;2704;7421;2452;4174;8644;9080;9552;4438;8209;3871;7792;2731;8915;5210;3796;3797;5628;7898;9763;9089;9887;3721;6480;1701;8304;5897;9823;9382;9418;6582
1470;9806;173;4869;7297;1047;6447;4494;4786;309;5499;6575;3791;3557;717;1456;3828;123;2421;9520;2644;9763;7133;7556;6206;4732;4551;6593;8282;9091;5520;1560;0;285;3046;4432;8007;6360;5715;2543;9460;1874;7258;3167;6125;6155;1617;2795;6014;5007;6001;583;4627;5808;1371;8582;8512;8667;9551;4831;7855;7343;8958;9882;1422;2062;1393;1211;6438;1423;9133;1869;9792;9268;5291;6996;1697;225;4609;9775;3371;9929
1471;4396;4731;9239;1462;9493;1212;4809;8162;3522;1917;4001;1042;9036;1367;7582;1379;9940;6829;9194;7063;2398;1371;3077;4222;6693;64;2815;7094;3683;5651;8242;1235;0;4293;8054;2421;6808;960;4893;2831;6237;3027;8382;8239;3535;5491;9589;2566;1972;862;675;2173;8002;5076;5817;228;4863;858;2374;6333;705;4028;8350;770;388;5327;2109;1507;3884;9845;4301;9622;7891;1661;7895;1716;6883;4444;267;7311;52
1472;9577;2998;1745;9095;737;5605;1351;9550;1199;1441;9462;3646;5729;9564;8010;932;5246;1368;8641;7596;5249;4841;2399;6737;1131;5550;9150;1081;2961;5433;3590;9172;3220;0;6038;8129;5889;4236;3361;7749;5993;6084;9916;9509;6149;7615;1140;4762;2284;3947;1513;2148;371;4492;2698;1303;1464;6691;374;9213;298;7092;6493;2805;6514;3496;267;8116;265;5936;7324;6136;5656;2799;2998;6236;3712;1867;6736;3561;4453
1473;8282;3141;4446;7238;8912;1134;5715;3928;177;8324;7893;2030;7625;8532;1827;4162;7616;6144;5651;7007;4196;511;892;7157;336;3665;2643;6343;5141;1251;1136;977;131;8647;0;7236;185;6912;6304;5848;9630;1106;3735;7469;5106;8470;9227;6737;3000;1781;3671;8422;3190;6435;5295;8516;145;705;4178;4455;2153;4091;2474;907;8106;8923;354;3289;8887;8403;8438;7840;3958;768;3189;1976;273;1570;8610;4975;8396
1474;1754;7064;8203;995;8555;5281;476;1634;6301;7307;2202;129;5695;3110;7330;9561;5007;3661;2770;1604;4078;3623;623;5689;8562;9015;1016;3891;164;6123;7307;7238;3382;6979;4049;0;7089;6764;726;1343;1513;6408;9777;3453;7586;5233;2232;3327;8439;2751;1846;1815;5828;391;141;4940;4237;644;4532;5799;4241;8715;1077;6598;3530;4145;9919;9281;8302;8196;9091;1184;984;713;7490;7618;9092;4701;5289;4958;4824
1475;6528;2086;1409;5229;3317;486;1563;541;1747;4231;4474;2589;2362;7494;6542;3915;45;9231;4468;5244;2862;2283;8473;352;5106;3846;844;6067;2624;1111;7373;7107;5851;7264;4523;6095;0;3363;4616;2886;7447;6482;1119;5628;3921;8420;5149;8712;550;3076;2315;5102;2941;629;5914;2621;1200;9235;5832;14;7067;1153;9160;2483;9279;7465;2307;3487;577;967;791;5143;1660;7601;4394;3583;8076;1414;1082;7702;9548
1476;4441;3626;2093;24;2053;4954;4602;235;7161;8466;8420;3611;592;3000;1517;1557;1909;6026;4088;2220;1167;9085;2018;5642;2958;2271;5537;3601;6610;5387;170;6700;9977;270;1013;2980;5748;0;6800;4825;9622;8393;7543;335;4737;9837;4454;6387;6256;732;5359;9627;4259;623;8899;5504;4380;1789;1695;9689;3856;2133;9489;6910;7615;7775;8315;8097;8654;2573;9432;2517;1076;850;9281;7337;3684;4264;6646;4611;4756
1477;7061;2466;9768;6948;2449;5957;6034;7688;7975;3843;5531;6473;2198;2584;3684;3305;9465;4988;9049;9291;2312;2555;8370;1304;6026;866;1742;5663;5101;9551;2199;2712;731;6071;3617;3555;6966;909;0;8084;5717;7402;2949;1004;8404;6441;473;7629;6683;6786;2570;5650;3452;617;1035;6800;8231;1135;3188;379;1659;7643;9290;6863;3775;2237;6797;8251;4161;2853;7554;3245;9297;7300;9963;9500;7877;5887;9937;7177;9435
1478;5529;4786;4809;1200;1739;1933;5844;7248;3159;7435;1594;9095;2657;7004;4851;6694;9950;638;2525;785;708;4410;6912;4222;3801;5687;1066;3715;8226;7455;3866;9049;2492;1786;5482;5590;4833;1596;1733;0;8821;1846;8380;593;2450;2495;8095;9109;1625;2664;7303;943;2594;5564;9864;9902;5941;5424;450;7661;8301;5825;3348;2649;8768;1859;7272;8433;7447;3854;7649;5837;4137;7823;3153;3471;3034;2175;3761;5217;1406
1479;9424;5140;3611;4913;7246;6393;4283;4540;4224;3017;9529;3153;7911;5635;9083;807;968;9204;6685;3359;9496;2504;5940;8850;223;7419;9885;2496;4910;177;1987;9590;6412;3933;339;6687;5897;436;6119;5757;0;8409;3750;8499;8846;3219;4034;4702;8043;9848;6033;691;290;5295;5304;6424;6206;6297;6096;4630;1074;5245;7921;1893;5258;6406;2545;6987;2078;6238;7086;9257;6938;3340;285;3378;6765;694;1495;6983;3835
1480;8073;1934;2676;3035;4792;9187;4776;250;829;8047;9859;1707;5465;5094;2043;8899;3081;5163;6529;227;5617;5239;6034;2744;4793;1478;9569;4669;279;2240;1971;9369;4262;4936;3991;5402;6032;915;3393;6358;2595;0;4833;3004;1608;5009;3202;712;1284;8150;1823;688;8854;357;6135;6605;32;9223;3881;5793;1795;7215;1577;5559;8547;8753;932;6173;6369;7237;4834;7996;5520;9099;8088;7716;2307;227;1643;6507;3030
1481;6794;1132;2888;1235;6890;326;7742;8629;7264;4230;5421;4128;6187;1030;184;1357;3640;6553;6805;9262;1182;5201;3047;9578;7910;9551;1236;7747;1515;8993;98;6434;9496;119;3234;3578;7912;4328;3417;7850;7407;8782;0;5551;5858;3864;6488;252;7795;5354;5097;862;1576;6567;7286;5619;6797;6624;9985;3404;6068;4584;3761;341;3849;2031;9632;6512;8272;2736;1053;6945;7610;8147;8439;9266;6282;2620;9920;4395;1121
1482;6830;5784;7100;2769;9635;6008;6718;2266;9563;419;2955;9624;1285;6177;4441;1779;4349;8560;1887;6196;5121;9450;3813;8727;7108;3519;5500;7449;9831;9698;2407;665;1224;8169;4267;4691;8859;1644;6950;1565;2143;4081;8237;0;9948;1904;8818;9067;6233;2575;1322;4391;4342;4563;3248;8337;2240;900;2851;3551;7516;1130;1055;3993;7089;9608;4123;9056;5188;8446;2816;5815;4600;524;5349;5549;6016;9845;9030;6010;5967
1483;3351;6122;488;2157;3496;634;7884;601;9720;4857;9290;4666;3892;9046;9096;7556;3937;1045;7802;3662;5868;7527;1445;7842;4669;3401;8481;9611;5705;1865;3102;1426;9451;3440;7596;5711;5985;1335;3885;752;5417;5889;3583;740;0;4391;6635;2596;4006;1043;1213;828;5883;9659;7725;7039;5823;9710;6273;2346;2588;5916;2001;8235;5970;221;3426;570;2647;3426;1493;5172;3621;3014;6671;6342;5923;6928;8349;959;1843
1484;5756;4799;2039;9617;1294;958;30;2545;3356;1551;181;24;1998;4675;1202;5490;6918;70;2211;9380;7316;1877;8684;4240;1649;3836;1646;1717;4589;9298;8316;3559;8956;4404;6444;2467;9025;5364;5958;6385;7695;3034;6675;1061;3270;0;1910;1133;1289;3659;9845;2597;4795;8980;3806;8744;1838;3719;926;5794;272;6085;2287;8706;9302;4149;7085;3810;7915;5838;1332;952;7419;4280;90;8499;4914;3054;1903;5795;6938
1485;1246;4746;2396;1712;8484;329;357;8314;8100;4577;6383;640;4517;8015;2874;8682;161;4989;1494;7367;5764;8328;2589;3161;996;3110;7015;1815;5276;3402;9827;3890;6699;9897;5297;4053;5947;2237;9958;9571;4604;2360;3718;6196;8349;9695;0;879;3788;116;9618;7932;5395;7031;7672;4775;3114;2085;1720;1217;8687;4701;7127;3485;8351;6080;86;5658;579;3803;1709;5216;1560;3770;765;9261;1250;2812;6739;6850;8523
1486;7709;2413;2217;7830;9181;9993;7016;5107;4429;5886;8748;30;3547;1485;3171;8254;1615;4902;6719;106;6328;6297;7434;6768;8482;2325;2866;1285;5331;6385;1011;1436;8850;2579;9484;4781;6268;7609;8381;6578;3749;2407;6810;8034;940;3064;8170;0;4163;8891;2116;7502;1815;720;7338;5747;5146;535;5975;5484;886;2846;486;4366;6546;4880;6977;6189;2783;9838;721;1852;9618;6033;7598;1403;8519;1513;6239;9842;7095
1487;8233;9941;7372;3862;4821;3979;8721;9013;9396;1756;7122;5303;9251;2020;7010;5827;138;3813;6451;1945;6977;7129;7162;5492;8861;9338;4276;1695;5195;2619;3355;4300;8788;7630;6292;1717;28;3447;8744;2505;5427;8971;6329;7005;7269;6393;7335;2171;0;1440;7415;6993;5605;3162;3248;870;6380;5425;9264;5045;4054;8485;523;9718;2697;8021;8142;9765;7677;224;7252;4579;1190;4063;2980;4120;6947;9017;6105;1086;1872
1488;9189;9854;7112;1963;6686;1606;5428;7779;3958;5654;7483;8994;7272;1466;8045;1521;7064;608;3606;667;2960;7091;8746;558;4315;4152;5898;4159;3950;5972;2899;9779;7275;4303;705;2181;3075;9418;3248;565;8170;8016;9386;8239;3504;1500;8103;2557;3840;0;4484;8315;4080;165;4133;220;4917;8030;4044;2382;245;7124;1772;275;7880;3524;1248;8053;6561;5013;6501;6359;8172;1687;6892;2453;9079;1404;3487;4041;9471
1489;893;6365;2198;9949;3911;9165;6662;3761;9018;8980;676;9348;9906;6882;6551;5495;4620;9457;3404;6204;1237;5705;2671;248;6092;2025;8641;3360;9278;5583;8929;3495;2591;1201;7537;9668;9174;9257;2883;2462;4590;3886;1660;8615;217;4724;5614;6868;4110;9831;0;7523;2160;2567;1867;5371;8070;4755;1746;9935;8600;1936;1685;2872;5398;759;3775;143;9590;1884;922;3491;2465;4185;2690;5682;6787;4381;218;2398;3012
1490;2138;976;2457;1211;8892;2849;3237;4837;9905;2244;1451;7244;4363;6662;1798;9067;1442;2711;2152;1516;7530;3009;3198;1059;3320;8229;243;4185;4516;2725;7032;9070;1428;9051;4316;2976;5489;5934;7247;7606;4244;6559;6286;7936;1111;3711;8048;7861;2619;4928;7906;0;43;2944;1407;3069;6366;7319;8806;9801;4209;1965;9389;3339;6305;8893;2676;926;7272;7817;1182;4240;853;256;1610;445;5297;3727;4864;5144;1566
1491;6270;5321;5062;2544;3145;5082;8515;3544;9280;4495;8872;6164;564;3122;3617;490;2435;8240;6879;5171;2323;5527;1804;4390;3182;1704;2408;6450;5121;2615;7028;8000;2633;6296;3396;6528;4656;1796;1551;8162;4485;5550;8703;4411;7712;158;7811;2967;9619;358;7677;1198;0;4058;4723;6123;7140;908;1846;9516;5358;7094;6957;6224;3319;9969;4598;5024;6296;3319;3552;5516;5689;926;2201;7906;7870;5281;9237;5043;2884
1492;7772;9793;8746;6727;2296;5758;1361;3352;2404;4249;1835;499;690;3226;2290;9125;563;7088;8516;6599;5126;1633;3288;4664;5010;7630;7102;4145;7931;7894;1583;9630;8226;641;342;5475;7818;7893;2641;5878;6960;3146;8076;3464;4704;6494;9277;3424;3792;982;6164;5140;9633;0;2514;9064;5428;5727;3523;4683;1165;8176;6634;2621;8762;3964;4117;4099;4387;9212;3525;8317;2826;1109;2285;1459;1582;1760;8383;7880;2387
1493;8840;9307;8437;1573;5350;8826;344;4714;2335;9411;2123;3218;9129;5271;6424;6237;1488;4201;6769;8223;7569;9871;7126;7341;9087;551;8555;1187;8926;4225;6517;548;1264;1768;8012;742;2938;7181;1429;1652;6839;141;1420;741;1468;7496;9043;5634;6901;9936;1507;6078;176;1736;0;6802;962;7438;5900;205;5450;3351;6145;243;3422;1405;6119;8578;3072;3058;1912;5573;5150;2546;6269;3000;5265;1215;3732;1935;5372
1494;50;558;1521;862;7340;7659;9265;1499;4511;7908;2280;1632;5558;4691;8494;4351;5013;8552;8304;3329;6863;347;8044;9386;8064;7242;4788;1426;7615;7556;8652;501;7277;5554;8243;2458;6589;451;7806;1767;6466;523;1186;8786;9425;4285;7971;17;4478;2420;7589;4414;3425;1660;7964;0;9108;6587;4571;3702;91;2714;9778;9312;2381;3379;1438;3113;5256;7114;5152;9999;9450;8611;1823;4609;387;4566;4289;4173;3559
1495;460;7751;3170;3536;4099;2836;801;9422;6601;7840;7832;1871;2743;9822;8722;7386;9820;3736;2515;4979;9864;8722;647;2322;6326;3855;8396;8833;8398;7763;7541;6933;8561;9426;944;4580;5641;809;6938;3526;5417;9570;3438;1705;6607;3911;3806;5741;3077;1417;8311;1353;9418;3064;1067;3942;0;5304;8306;1135;969;153;8404;6225;7767;917;7796;3009;4072;6998;1720;6826;2283;7052;1146;6048;8100;7452;9285;714;2323
1496;406;6201;5092;2050;833;4758;1066;4327;3709;2148;4030;3574;3510;5383;97;5451;4722;127;4430;1889;7092;1307;1422;485;1591;4940;4259;2904;7285;5369;4168;1991;8000;4357;1872;127;7506;5431;9239;367;8243;843;2019;7996;7668;6593;2167;8401;914;7073;6787;1054;4732;4540;4309;2880;9921;0;3809;4138;9495;1593;7307;3638;9748;3979;9014;825;5785;5182;6904;4216;9920;179;2037;1393;1933;3649;6005;1935;7182
