src,dest,type,value
Balakhna,Shumerlya,cargo1,8233
Balakhna,Shumerlya,cargo2,1068
Balakhna,Shumerlya,cargo3,8551
Balakhna,Alatyr,cargo1,2839
Balakhna,Alatyr,cargo2,5532
Balakhna,Alatyr,cargo3,2636
Balakhna,Sol-lletsk,cargo1,9716
Balakhna,Sol-lletsk,cargo2,2408
Balakhna,Sol-lletsk,cargo3,7675
Balakhna,Dombarovskiy,cargo1,7353
Balakhna,Dombarovskiy,cargo2,2387
Balakhna,Dombarovskiy,cargo3,4473
Balakhna,Mednogorsk,cargo1,1573
Balakhna,Mednogorsk,cargo2,9154
Balakhna,Mednogorsk,cargo3,3598
Balakhna,Gay,cargo1,9635
Balakhna,Gay,cargo2,5434
Balakhna,Gay,cargo3,8792
Balakhna,Buzuluk,cargo1,6330
Balakhna,Buzuluk,cargo2,8579
Balakhna,Buzuluk,cargo3,8936
Balakhna,Otradnyy,cargo1,3752
Balakhna,Otradnyy,cargo2,4635
Balakhna,Otradnyy,cargo3,7296
Balakhna,Tolyatti,cargo1,3605
Balakhna,Tolyatti,cargo2,3024
Balakhna,Tolyatti,cargo3,3598
Balakhna,Engels,cargo1,109
Balakhna,Engels,cargo2,1794
Balakhna,Engels,cargo3,5697
Balakhna,Pugachev,cargo1,2759
Balakhna,Pugachev,cargo2,5225
Balakhna,Pugachev,cargo3,4196
Balakhna,Volsk,cargo1,394
Balakhna,Volsk,cargo2,2107
Balakhna,Volsk,cargo3,3992
Balakhna,Atkarsk,cargo1,8623
Balakhna,Atkarsk,cargo2,2964
Balakhna,Atkarsk,cargo3,2304
Balakhna,Balashov,cargo1,5833
Balakhna,Balashov,cargo2,2809
Balakhna,Balashov,cargo3,9887
Balakhna,Almetyevsk,cargo1,3049
Balakhna,Almetyevsk,cargo2,1785
Balakhna,Almetyevsk,cargo3,59
Balakhna,Chistopol,cargo1,9903
Balakhna,Chistopol,cargo2,4855
Balakhna,Chistopol,cargo3,1027
Balakhna,Nizhnekamsk,cargo1,8239
Balakhna,Nizhnekamsk,cargo2,6255
Balakhna,Nizhnekamsk,cargo3,8146
Balakhna,Dimitrovgrad,cargo1,8483
Balakhna,Dimitrovgrad,cargo2,8926
Balakhna,Dimitrovgrad,cargo3,473
Balakhna,Kudymkar,cargo1,466
Balakhna,Kudymkar,cargo2,9607
Balakhna,Kudymkar,cargo3,878
Balakhna,Kungur,cargo1,3414
Balakhna,Kungur,cargo2,6281
Balakhna,Kungur,cargo3,629
Balakhna,Krasnokamsk,cargo1,8815
Balakhna,Krasnokamsk,cargo2,6108
Balakhna,Krasnokamsk,cargo3,5370
Balakhna,Chusovoy,cargo1,4645
Balakhna,Chusovoy,cargo2,4497
Balakhna,Chusovoy,cargo3,4865
Balakhna,Gubakha,cargo1,3398
Balakhna,Gubakha,cargo2,5544
Balakhna,Gubakha,cargo3,2246
Balakhna,Sterlitamak,cargo1,2394
Balakhna,Sterlitamak,cargo2,4318
Balakhna,Sterlitamak,cargo3,2441
Balakhna,Cheboksary,cargo1,5104
Balakhna,Cheboksary,cargo2,7415
Balakhna,Cheboksary,cargo3,843
Balakhna,Orsk,cargo1,3779
Balakhna,Orsk,cargo2,9462
Balakhna,Orsk,cargo3,5023
Balakhna,Balakovo,cargo1,6309
Balakhna,Balakovo,cargo2,2990
Balakhna,Balakovo,cargo3,9500
Balakhna,Birsk,cargo1,4524
Balakhna,Birsk,cargo2,4691
Balakhna,Birsk,cargo3,4618
Balakhna,Izhevsk,cargo1,6594
Balakhna,Izhevsk,cargo2,6694
Balakhna,Izhevsk,cargo3,4534
Balakhna,Krasnoarmeysk,cargo1,8452
Balakhna,Krasnoarmeysk,cargo2,2927
Balakhna,Krasnoarmeysk,cargo3,9327
Balakhna,Berezniki,cargo1,8150
Balakhna,Berezniki,cargo2,1666
Balakhna,Berezniki,cargo3,5178
Balakhna,Penza,cargo1,8983
Balakhna,Penza,cargo2,5290
Balakhna,Penza,cargo3,9418
Balakhna,Kirov,cargo1,9131
Balakhna,Kirov,cargo2,2898
Balakhna,Kirov,cargo3,1694
Balakhna,Orenburg,cargo1,6877
Balakhna,Orenburg,cargo2,1346
Balakhna,Orenburg,cargo3,1344
Balakhna,Saratov,cargo1,8838
Balakhna,Saratov,cargo2,9489
Balakhna,Saratov,cargo3,8998
Balakhna,Ulyanovsk,cargo1,6889
Balakhna,Ulyanovsk,cargo2,5359
Balakhna,Ulyanovsk,cargo3,8776
Balakhna,Nizhny Novgorod,cargo1,3375
Balakhna,Nizhny Novgorod,cargo2,3551
Balakhna,Nizhny Novgorod,cargo3,5004
Balakhna,Ufa,cargo1,8146
Balakhna,Ufa,cargo2,6864
Balakhna,Ufa,cargo3,7687
Balakhna,Samara,cargo1,2150
Balakhna,Samara,cargo2,6561
Balakhna,Samara,cargo3,2734
Balakhna,Kazan,cargo1,187
Balakhna,Kazan,cargo2,228
Balakhna,Kazan,cargo3,2250
Balakhna,Perm,cargo1,5972
Balakhna,Perm,cargo2,6897
Balakhna,Perm,cargo3,4278
Arzamas,Balakhna,cargo1,4236
Arzamas,Balakhna,cargo2,9803
Arzamas,Balakhna,cargo3,7803
Arzamas,Ruzayevka,cargo1,9101
Arzamas,Ruzayevka,cargo2,6229
Arzamas,Ruzayevka,cargo3,9199
Arzamas,Oktyabrskiy,cargo1,7029
Arzamas,Oktyabrskiy,cargo2,3434
Arzamas,Oktyabrskiy,cargo3,5599
Arzamas,Kirovo-Chepetsk,cargo1,8228
Arzamas,Kirovo-Chepetsk,cargo2,5450
Arzamas,Kirovo-Chepetsk,cargo3,7090
Arzamas,Novotroitsk,cargo1,4852
Arzamas,Novotroitsk,cargo2,1177
Arzamas,Novotroitsk,cargo3,6841
Arzamas,Buguruslan,cargo1,1806
Arzamas,Buguruslan,cargo2,6370
Arzamas,Buguruslan,cargo3,5867
Arzamas,Chapayevsk,cargo1,1006
Arzamas,Chapayevsk,cargo2,8539
Arzamas,Chapayevsk,cargo3,9023
Arzamas,Syzran,cargo1,6009
Arzamas,Syzran,cargo2,9110
Arzamas,Syzran,cargo3,8726
Arzamas,Novokuybishevsk,cargo1,2884
Arzamas,Novokuybishevsk,cargo2,3415
Arzamas,Novokuybishevsk,cargo3,9578
Arzamas,Naberezhnyye Chelny,cargo1,3440
Arzamas,Naberezhnyye Chelny,cargo2,6387
Arzamas,Naberezhnyye Chelny,cargo3,7116
Arzamas,Zelenodolsk,cargo1,6488
Arzamas,Zelenodolsk,cargo2,7897
Arzamas,Zelenodolsk,cargo3,9050
Arzamas,Leninogorsk,cargo1,6489
Arzamas,Leninogorsk,cargo2,6731
Arzamas,Leninogorsk,cargo3,585
Arzamas,Bugulma,cargo1,3634
Arzamas,Bugulma,cargo2,9571
Arzamas,Bugulma,cargo3,6554
Arzamas,Solikamsk,cargo1,7272
Arzamas,Solikamsk,cargo2,7145
Arzamas,Solikamsk,cargo3,7291
Arzamas,Kizel,cargo1,4138
Arzamas,Kizel,cargo2,2575
Arzamas,Kizel,cargo3,7849
Arzamas,Dzerzhinsk,cargo1,3987
Arzamas,Dzerzhinsk,cargo2,3524
Arzamas,Dzerzhinsk,cargo3,5346
Arzamas,Vyska,cargo1,5907
Arzamas,Vyska,cargo2,8067
Arzamas,Vyska,cargo3,7559
Arzamas,Saransk,cargo1,6919
Arzamas,Saransk,cargo2,4773
Arzamas,Saransk,cargo3,3390
Arzamas,Kamenka,cargo1,7359
Arzamas,Kamenka,cargo2,3930
Arzamas,Kamenka,cargo3,8118
Arzamas,Kuznetsk,cargo1,8285
Arzamas,Kuznetsk,cargo2,4111
Arzamas,Kuznetsk,cargo3,3142
Arzamas,Serdobsk,cargo1,6989
Arzamas,Serdobsk,cargo2,1896
Arzamas,Serdobsk,cargo3,8966
Arzamas,Rayevskiy,cargo1,6791
Arzamas,Rayevskiy,cargo2,3737
Arzamas,Rayevskiy,cargo3,6813
Arzamas,Sibay,cargo1,4604
Arzamas,Sibay,cargo2,8350
Arzamas,Sibay,cargo3,2168
Arzamas,Kumertau,cargo1,9947
Arzamas,Kumertau,cargo2,7373
Arzamas,Kumertau,cargo3,6282
Arzamas,Salavat,cargo1,6080
Arzamas,Salavat,cargo2,4497
Arzamas,Salavat,cargo3,6837
Arzamas,Belebey,cargo1,9595
Arzamas,Belebey,cargo2,1344
Arzamas,Belebey,cargo3,2824
Arzamas,Tuymazy,cargo1,5491
Arzamas,Tuymazy,cargo2,4068
Arzamas,Tuymazy,cargo3,7561
Arzamas,Neftekamsk,cargo1,2485
Arzamas,Neftekamsk,cargo2,5270
Arzamas,Neftekamsk,cargo3,3421
Arzamas,Sovetsk,cargo1,1034
Arzamas,Sovetsk,cargo2,8779
Arzamas,Sovetsk,cargo3,9043
Arzamas,Slobodskoy,cargo1,6940
Arzamas,Slobodskoy,cargo2,7442
Arzamas,Slobodskoy,cargo3,5300
Arzamas,Kirs,cargo1,6943
Arzamas,Kirs,cargo2,1368
Arzamas,Kirs,cargo3,2779
Arzamas,Omutninsk,cargo1,7549
Arzamas,Omutninsk,cargo2,7791
Arzamas,Omutninsk,cargo3,2693
Arzamas,Kotelnich,cargo1,2393
Arzamas,Kotelnich,cargo2,3413
Arzamas,Kotelnich,cargo3,9478
Arzamas,Yoshkar Ola,cargo1,2138
Arzamas,Yoshkar Ola,cargo2,5029
Arzamas,Yoshkar Ola,cargo3,1183
Arzamas,Sarapul,cargo1,732
Arzamas,Sarapul,cargo2,6363
Arzamas,Sarapul,cargo3,8975
Arzamas,Mozhga,cargo1,5438
Arzamas,Mozhga,cargo2,8273
Arzamas,Mozhga,cargo3,1307
Arzamas,Votkinsk,cargo1,4166
Arzamas,Votkinsk,cargo2,9369
Arzamas,Votkinsk,cargo3,6591
Arzamas,Glazov,cargo1,1907
Arzamas,Glazov,cargo2,2456
Arzamas,Glazov,cargo3,9390
Arzamas,Kanash,cargo1,4548
Arzamas,Kanash,cargo2,6935
Arzamas,Kanash,cargo3,5846
Arzamas,Shumerlya,cargo1,6114
Arzamas,Shumerlya,cargo2,6527
Arzamas,Shumerlya,cargo3,5910
Arzamas,Alatyr,cargo1,4990
Arzamas,Alatyr,cargo2,9262
Arzamas,Alatyr,cargo3,3753
Arzamas,Sol-lletsk,cargo1,2636
Arzamas,Sol-lletsk,cargo2,1465
Arzamas,Sol-lletsk,cargo3,8635
Arzamas,Dombarovskiy,cargo1,1481
Arzamas,Dombarovskiy,cargo2,8715
Arzamas,Dombarovskiy,cargo3,5549
Arzamas,Mednogorsk,cargo1,8035
Arzamas,Mednogorsk,cargo2,8646
Arzamas,Mednogorsk,cargo3,7192
Arzamas,Gay,cargo1,5571
Arzamas,Gay,cargo2,5036
Arzamas,Gay,cargo3,6974
Arzamas,Buzuluk,cargo1,2487
Arzamas,Buzuluk,cargo2,693
Arzamas,Buzuluk,cargo3,1547
Arzamas,Otradnyy,cargo1,2437
Arzamas,Otradnyy,cargo2,8608
Arzamas,Otradnyy,cargo3,44
Arzamas,Tolyatti,cargo1,3782
Arzamas,Tolyatti,cargo2,4514
Arzamas,Tolyatti,cargo3,3735
Arzamas,Engels,cargo1,2327
Arzamas,Engels,cargo2,1961
Arzamas,Engels,cargo3,7619
Arzamas,Pugachev,cargo1,6507
Arzamas,Pugachev,cargo2,6408
Arzamas,Pugachev,cargo3,9130
Arzamas,Volsk,cargo1,3435
Arzamas,Volsk,cargo2,2916
Arzamas,Volsk,cargo3,3332
Arzamas,Atkarsk,cargo1,3575
Arzamas,Atkarsk,cargo2,3053
Arzamas,Atkarsk,cargo3,3372
Arzamas,Balashov,cargo1,71
Arzamas,Balashov,cargo2,6565
Arzamas,Balashov,cargo3,7997
Arzamas,Almetyevsk,cargo1,1782
Arzamas,Almetyevsk,cargo2,1798
Arzamas,Almetyevsk,cargo3,6799
Arzamas,Chistopol,cargo1,4800
Arzamas,Chistopol,cargo2,5510
Arzamas,Chistopol,cargo3,2641
Arzamas,Nizhnekamsk,cargo1,1596
Arzamas,Nizhnekamsk,cargo2,1923
Arzamas,Nizhnekamsk,cargo3,8482
Arzamas,Dimitrovgrad,cargo1,9624
Arzamas,Dimitrovgrad,cargo2,2426
Arzamas,Dimitrovgrad,cargo3,8924
Arzamas,Kudymkar,cargo1,2119
Arzamas,Kudymkar,cargo2,2692
Arzamas,Kudymkar,cargo3,8070
Arzamas,Kungur,cargo1,850
Arzamas,Kungur,cargo2,4538
Arzamas,Kungur,cargo3,7612
Arzamas,Krasnokamsk,cargo1,1842
Arzamas,Krasnokamsk,cargo2,8628
Arzamas,Krasnokamsk,cargo3,1415
Arzamas,Chusovoy,cargo1,4378
Arzamas,Chusovoy,cargo2,2717
Arzamas,Chusovoy,cargo3,257
Arzamas,Gubakha,cargo1,3015
Arzamas,Gubakha,cargo2,7508
Arzamas,Gubakha,cargo3,993
Arzamas,Sterlitamak,cargo1,9055
Arzamas,Sterlitamak,cargo2,5549
Arzamas,Sterlitamak,cargo3,1248
Arzamas,Cheboksary,cargo1,9592
Arzamas,Cheboksary,cargo2,2178
Arzamas,Cheboksary,cargo3,3053
Arzamas,Orsk,cargo1,4753
Arzamas,Orsk,cargo2,7061
Arzamas,Orsk,cargo3,1879
Arzamas,Balakovo,cargo1,2188
Arzamas,Balakovo,cargo2,1167
Arzamas,Balakovo,cargo3,3859
Arzamas,Birsk,cargo1,7993
Arzamas,Birsk,cargo2,4073
Arzamas,Birsk,cargo3,6741
Arzamas,Izhevsk,cargo1,9823
Arzamas,Izhevsk,cargo2,3268
Arzamas,Izhevsk,cargo3,4394
Arzamas,Krasnoarmeysk,cargo1,9819
Arzamas,Krasnoarmeysk,cargo2,6820
Arzamas,Krasnoarmeysk,cargo3,9993
Arzamas,Berezniki,cargo1,7791
Arzamas,Berezniki,cargo2,2101
Arzamas,Berezniki,cargo3,3291
Arzamas,Penza,cargo1,6407
Arzamas,Penza,cargo2,3767
Arzamas,Penza,cargo3,4817
Arzamas,Kirov,cargo1,4342
Arzamas,Kirov,cargo2,5407
Arzamas,Kirov,cargo3,5657
Arzamas,Orenburg,cargo1,1451
Arzamas,Orenburg,cargo2,2767
Arzamas,Orenburg,cargo3,6907
Arzamas,Saratov,cargo1,9328
Arzamas,Saratov,cargo2,3935
Arzamas,Saratov,cargo3,7802
Arzamas,Ulyanovsk,cargo1,3346
Arzamas,Ulyanovsk,cargo2,8432
Arzamas,Ulyanovsk,cargo3,8956
Arzamas,Nizhny Novgorod,cargo1,9742
Arzamas,Nizhny Novgorod,cargo2,2882
Arzamas,Nizhny Novgorod,cargo3,6176
Arzamas,Ufa,cargo1,8713
Arzamas,Ufa,cargo2,7675
Arzamas,Ufa,cargo3,3269
Arzamas,Samara,cargo1,9543
Arzamas,Samara,cargo2,7878
Arzamas,Samara,cargo3,5768
Arzamas,Kazan,cargo1,2486
Arzamas,Kazan,cargo2,1937
Arzamas,Kazan,cargo3,4142
Arzamas,Perm,cargo1,7075
Arzamas,Perm,cargo2,5020
Arzamas,Perm,cargo3,6613
Ruzayevka,Balakhna,cargo1,7587
Ruzayevka,Balakhna,cargo2,1953
Ruzayevka,Balakhna,cargo3,5660
Ruzayevka,Arzamas,cargo1,6852
Ruzayevka,Arzamas,cargo2,205
Ruzayevka,Arzamas,cargo3,2423
Ruzayevka,Oktyabrskiy,cargo1,7748
Ruzayevka,Oktyabrskiy,cargo2,4891
Ruzayevka,Oktyabrskiy,cargo3,2497
Ruzayevka,Kirovo-Chepetsk,cargo1,3474
Ruzayevka,Kirovo-Chepetsk,cargo2,696
Ruzayevka,Kirovo-Chepetsk,cargo3,1665
Ruzayevka,Novotroitsk,cargo1,9139
Ruzayevka,Novotroitsk,cargo2,5744
Ruzayevka,Novotroitsk,cargo3,9279
Ruzayevka,Buguruslan,cargo1,9254
Ruzayevka,Buguruslan,cargo2,4143
Ruzayevka,Buguruslan,cargo3,5612
Ruzayevka,Chapayevsk,cargo1,8222
Ruzayevka,Chapayevsk,cargo2,6170
Ruzayevka,Chapayevsk,cargo3,2208
Ruzayevka,Syzran,cargo1,9061
Ruzayevka,Syzran,cargo2,6080
Ruzayevka,Syzran,cargo3,5421
Ruzayevka,Novokuybishevsk,cargo1,1507
Ruzayevka,Novokuybishevsk,cargo2,8723
Ruzayevka,Novokuybishevsk,cargo3,1791
Ruzayevka,Naberezhnyye Chelny,cargo1,9348
Ruzayevka,Naberezhnyye Chelny,cargo2,4310
Ruzayevka,Naberezhnyye Chelny,cargo3,2848
Ruzayevka,Zelenodolsk,cargo1,7979
Ruzayevka,Zelenodolsk,cargo2,459
Ruzayevka,Zelenodolsk,cargo3,4732
Ruzayevka,Leninogorsk,cargo1,6963
Ruzayevka,Leninogorsk,cargo2,1818
Ruzayevka,Leninogorsk,cargo3,2016
Ruzayevka,Bugulma,cargo1,7279
Ruzayevka,Bugulma,cargo2,9718
Ruzayevka,Bugulma,cargo3,1671
Ruzayevka,Solikamsk,cargo1,4546
Ruzayevka,Solikamsk,cargo2,1810
Ruzayevka,Solikamsk,cargo3,8068
Ruzayevka,Kizel,cargo1,1105
Ruzayevka,Kizel,cargo2,2085
Ruzayevka,Kizel,cargo3,3164
Ruzayevka,Dzerzhinsk,cargo1,7748
Ruzayevka,Dzerzhinsk,cargo2,3521
Ruzayevka,Dzerzhinsk,cargo3,5516
Ruzayevka,Vyska,cargo1,4454
Ruzayevka,Vyska,cargo2,272
Ruzayevka,Vyska,cargo3,2837
Ruzayevka,Saransk,cargo1,4163
Ruzayevka,Saransk,cargo2,8883
Ruzayevka,Saransk,cargo3,798
Ruzayevka,Kamenka,cargo1,3096
Ruzayevka,Kamenka,cargo2,403
Ruzayevka,Kamenka,cargo3,5785
Ruzayevka,Kuznetsk,cargo1,9419
Ruzayevka,Kuznetsk,cargo2,7527
Ruzayevka,Kuznetsk,cargo3,8750
Ruzayevka,Serdobsk,cargo1,4910
Ruzayevka,Serdobsk,cargo2,8639
Ruzayevka,Serdobsk,cargo3,6781
Ruzayevka,Rayevskiy,cargo1,9266
Ruzayevka,Rayevskiy,cargo2,6942
Ruzayevka,Rayevskiy,cargo3,2564
Ruzayevka,Sibay,cargo1,7270
Ruzayevka,Sibay,cargo2,2571
Ruzayevka,Sibay,cargo3,743
Ruzayevka,Kumertau,cargo1,2351
Ruzayevka,Kumertau,cargo2,9689
Ruzayevka,Kumertau,cargo3,67
Ruzayevka,Salavat,cargo1,9743
Ruzayevka,Salavat,cargo2,3018
Ruzayevka,Salavat,cargo3,2319
Ruzayevka,Belebey,cargo1,1105
Ruzayevka,Belebey,cargo2,5051
Ruzayevka,Belebey,cargo3,9035
Ruzayevka,Tuymazy,cargo1,468
Ruzayevka,Tuymazy,cargo2,371
Ruzayevka,Tuymazy,cargo3,7980
Ruzayevka,Neftekamsk,cargo1,9485
Ruzayevka,Neftekamsk,cargo2,8834
Ruzayevka,Neftekamsk,cargo3,5589
Ruzayevka,Sovetsk,cargo1,9381
Ruzayevka,Sovetsk,cargo2,9589
Ruzayevka,Sovetsk,cargo3,8905
Ruzayevka,Slobodskoy,cargo1,8662
Ruzayevka,Slobodskoy,cargo2,4831
Ruzayevka,Slobodskoy,cargo3,4271
Ruzayevka,Kirs,cargo1,3909
Ruzayevka,Kirs,cargo2,3765
Ruzayevka,Kirs,cargo3,1801
Ruzayevka,Omutninsk,cargo1,1375
Ruzayevka,Omutninsk,cargo2,7272
Ruzayevka,Omutninsk,cargo3,3362
Ruzayevka,Kotelnich,cargo1,9631
Ruzayevka,Kotelnich,cargo2,3551
Ruzayevka,Kotelnich,cargo3,5088
Ruzayevka,Yoshkar Ola,cargo1,683
Ruzayevka,Yoshkar Ola,cargo2,1949
Ruzayevka,Yoshkar Ola,cargo3,1151
Ruzayevka,Sarapul,cargo1,8576
Ruzayevka,Sarapul,cargo2,6326
Ruzayevka,Sarapul,cargo3,6598
Ruzayevka,Mozhga,cargo1,4594
Ruzayevka,Mozhga,cargo2,8434
Ruzayevka,Mozhga,cargo3,2593
Ruzayevka,Votkinsk,cargo1,8815
Ruzayevka,Votkinsk,cargo2,2418
Ruzayevka,Votkinsk,cargo3,8959
Ruzayevka,Glazov,cargo1,7259
Ruzayevka,Glazov,cargo2,940
Ruzayevka,Glazov,cargo3,5265
Ruzayevka,Kanash,cargo1,93
Ruzayevka,Kanash,cargo2,9728
Ruzayevka,Kanash,cargo3,7927
Ruzayevka,Shumerlya,cargo1,2626
Ruzayevka,Shumerlya,cargo2,1974
Ruzayevka,Shumerlya,cargo3,8044
Ruzayevka,Alatyr,cargo1,7194
Ruzayevka,Alatyr,cargo2,6790
Ruzayevka,Alatyr,cargo3,249
Ruzayevka,Sol-lletsk,cargo1,3395
Ruzayevka,Sol-lletsk,cargo2,9751
Ruzayevka,Sol-lletsk,cargo3,8452
Ruzayevka,Dombarovskiy,cargo1,5461
Ruzayevka,Dombarovskiy,cargo2,1514
Ruzayevka,Dombarovskiy,cargo3,9835
Ruzayevka,Mednogorsk,cargo1,3513
Ruzayevka,Mednogorsk,cargo2,19
Ruzayevka,Mednogorsk,cargo3,7013
Ruzayevka,Gay,cargo1,2033
Ruzayevka,Gay,cargo2,2293
Ruzayevka,Gay,cargo3,6792
Ruzayevka,Buzuluk,cargo1,8210
Ruzayevka,Buzuluk,cargo2,5660
Ruzayevka,Buzuluk,cargo3,2738
Ruzayevka,Otradnyy,cargo1,1903
Ruzayevka,Otradnyy,cargo2,4023
Ruzayevka,Otradnyy,cargo3,621
Ruzayevka,Tolyatti,cargo1,1950
Ruzayevka,Tolyatti,cargo2,4430
Ruzayevka,Tolyatti,cargo3,1559
Ruzayevka,Engels,cargo1,2309
Ruzayevka,Engels,cargo2,5537
Ruzayevka,Engels,cargo3,3075
Ruzayevka,Pugachev,cargo1,2893
Ruzayevka,Pugachev,cargo2,4232
Ruzayevka,Pugachev,cargo3,2761
Ruzayevka,Volsk,cargo1,4947
Ruzayevka,Volsk,cargo2,1594
Ruzayevka,Volsk,cargo3,3785
Ruzayevka,Atkarsk,cargo1,7983
Ruzayevka,Atkarsk,cargo2,2740
Ruzayevka,Atkarsk,cargo3,8572
Ruzayevka,Balashov,cargo1,342
Ruzayevka,Balashov,cargo2,7672
Ruzayevka,Balashov,cargo3,5053
Ruzayevka,Almetyevsk,cargo1,2952
Ruzayevka,Almetyevsk,cargo2,9696
Ruzayevka,Almetyevsk,cargo3,5487
Ruzayevka,Chistopol,cargo1,6359
Ruzayevka,Chistopol,cargo2,4784
Ruzayevka,Chistopol,cargo3,653
Ruzayevka,Nizhnekamsk,cargo1,108
Ruzayevka,Nizhnekamsk,cargo2,3104
Ruzayevka,Nizhnekamsk,cargo3,1740
Ruzayevka,Dimitrovgrad,cargo1,9461
Ruzayevka,Dimitrovgrad,cargo2,4050
Ruzayevka,Dimitrovgrad,cargo3,4565
Ruzayevka,Kudymkar,cargo1,5774
Ruzayevka,Kudymkar,cargo2,2016
